deceive	обманывать; вводить в заблуждение	Don't let the name deceive you.
deceiver	обманщик; плут; мошенник	Gary, the real hipocrite and deceiver is in your party.
deceleration	замедление; торможение	A deceleration in economic growth
decency	приличие; благопристойность; порядочность	Finally some sense and common decency from a republican.
decent	порядочный; подходящий; приличный	The good name of such a decent and innocent person
decently	прилично; порядочно	Our responsibility to behave fairly and decently.
deception	жульничество; ложь; обман	This kind of deception is the rule, not the exception, in Silicon Valley.
deceptive	обманчивый; вводящий в заблуждение	They call deceptive opinion spam by commissioning freelance writers
decisive	решающий; решающее значение; решительный	A decisive offensive in the northern city of Mosul.
deck	палуба	Given the expense of discovery, the deck is stacked.
declare	заявлять; провозглашать; объявлять публично; объявлять	I remember watching Begin declare Judea and Samaria part of Isreal.
decline	спад; падение	The birth rate continued to decline
decompress	успокоиться	Oh, she just needed time to decompress.
decorate	украшать; декорировать	Flowers, stars, and titles decorate our family's May altar.
decorum	этикет	A place where a certain decorum is expected.
decouple	разъединять; расцеплять; развязывать	It seems likely that gold and silver prices will decouple from the official spot price.
decoy	ловушка; приманивать; приманка	All Comments from peter wrote 1 year 2 weeks ago real lookin decoy
dedicate	посвящать; предназначать	This is usually when I dedicate each decade to an intention.
dedicated	преданный; посвящённый	A team of dedicated doctors
deduct	вычитать; отнимать; списать со счёта; удерживать	The longer you own, the more you can deduct from the tax.
deed	поступок; дело; подвиг; акт; действие	There is no religion, not even the Christian religion, holding the title deed to God.
deem	полагать; считать; думать	I am simply going to keep looking forward and do what I deem is right.
defamation	клевета	She sued him for defamation.
defeasance	аннулирование; отмена	The defeasance option allows the borrower to exchange another cash-flowing asset
defeat	поражение; наносить поражение; побеждать	A defeat for the Bush administration.
defector	дезертир; отступник; перебежчик	Department has declared that the defector is a liar, and has discounted his report.
defendant	ответчик; обвиняемый; подсудимый	In which the defendant is accused of violating law.
defer	откладывать; отсрочивать	Captain Sears did defer, that is he seldom opposed.
deferment	отсрочка; откладывание	Deferment of the decision
deferral	отсрочка; отсрочка платежа	Rather, the deferral is taken without prejudice
defiant	провокационный; дерзкий; вызывающий	Ms. ROSE: He was defiant from the beginning to the end.
deficiency	дефицит; нехватка; отсутствие; недостаток	A blood protein deficiency is the cause of this inherited illness.
deficient	неполноценный	Another area where I think automakers are unnecessarily deficient is A/C power.
deflect	отклоняться; отклонять	McCain knows he needs to deflect from the issues to stay in the game.
defraud	обманывать; мошенничать; обманом лишать	Thou shalt not defraud, that is, deceive or beguile.
defray	возмещать; оплачивать; покрывать издержки	Is there anything people can do to kind of defray those costs?
deft	ловкий; проворный; умелый	If you are going to be deft, it's best not to reveal your sleaziness.
defy	вызов; бросать вызов; сопротивляться	Yet, parasites do not by definition defy vaccines.
deity	божество	This deity is popular among the drug using and selling people.
delay	задержка; приостановка; откладывать	So maybe the delay is all over now, and now just here in the west.
deliberate	умышленный; обдуманный; преднамеренный	A deliberate attempt to provoke conflict
deliberately	умышленно; обдуманно; нарочно	The fire was started deliberately
delight	удовольствие; восхищение; восторг	The day of my delight is the day when draw you near
delineate	описать; схематически изображать	That's because the dot will better delineate crosswalks.
delinquency	просрочка; проступок; правонарушение	Social causes of crime and delinquency
delinquent	правонарушитель; виновный; преступник	Delinquent children
deliverable	результат; предмет поставки; подлежащий доставке	Goods in a deliverable state
deluge	наводнение; потоп	That data deluge is creating a new kind of search opportunity.
delusion	заблуждение; иллюзия; обман	This propensity for self-delusion is evidently a fact of life.
delve	углубляться; копаться; тщательно исследовать	I didn't mean for this post to once again delve into my mind.
demand	требовать; требование; спрос	Consequently, any rise in demand is likely to be met by increasing imports.
demeanor	манера вести себя; манера поведения	Demeanor includes but is not limited to facial expression.
demersal	придонный; придонные	A study of demersal fishes and fisheries of the northeastern Pacific Ocean.
demise	гибель	Looks like the demise is an any time now sort of afair.
demolish	разрушать; сносить; уничтожить	Leave those who would demolish him to their work.
demote	понизить; разжаловать	He moved to demote other members of the party.
denial	отказ; опровержение; отрицание	She shook her head in denial
denote	обозначать; означать; значить	Judah and Benjamin -- denote the southern kingdom.
denounce	обвинять; доносить; денонсировать	That combination of obsession and need to denounce is familiar.
densely	плотно; густо	Even in densely packed urban areas like New York City, the prime real estate
density	плотность; густота; концентрация	A reduction in bone density
deny	отрицать; отпираться; отказываться	What I deny is that it had anything to do with a ‘free market’.
depart	уезжать; уходить	We were given a script to learn and instructed not to depart from the script.
depict	изображать; описывать; обрисовывать; рисовать	The gold and silver coins depict the king protea, South Africa's national flower.
deplete	истощать; исчерпывать	The bloated fish corpses could multiply and further deplete the oxygen.
deplore	порицать; считать предосудительным	We deplore this act of violence.
depose	свергнуть; низложить	Her father was hung by the man who went on to depose him.
depot	депо; склад; станция	Today the site of the depot is partly occupied by an industrial estate.
deprecate	выступать против; осуждать	What I deprecate is persistent indulgence 
depreciation	амортизация; обесценивание; изнашивание	Self-depreciation is just the other side of the coin.
deprive	лишать; отнимать	Called for the boycott to deprive President Hosni Mubarak's regime of legitimacy.
deputy	заместитель; депутат; помощник	To scale the deputy may
derail	откос; пускать под откос; сходить с рельсов	There's no attempt or intention by anyone to derail the topic.
derelict	брошенный; покинутый	Who wants to live in derelict, isolating urban sprawl, anyway?
derivative	производный; вторичный	Now a story or movie being derivative is not necessarily a bad thing.
derive from	происходить; происходить от; вытекает из	Anna's strength is derived from her parents
derogatory	уничижительный	She tells me I'm fat and is always making derogatory remarks
descend	спускаться; сходить; происходить	On this descend is a little lover's seat that gives an illusion of suspension.
descendant	потомок; наследник; спускающийся; отпрыск	John Fraser, is an accomplished descendant from the early days of journalists.
descent	происхождение; понижение; спуск	The plane had gone into a steep descent
descriptive	наглядный; описательный	The text contains some good descriptive passages
deserve	заслуживать; быть достойным; стоить	You want us to get what we deserve from the legislature?
designation	обозначение; предназначение	I think the designation is arbitrary, but it should still stand.
desire	желание; страсть; желать	How to bow to a muslim Kingwhose main desire is to destroy America.
desirous	желающий; жаждущий	The media is desirous of seeing Black Qbs.
despair	отчаяние; безнадёжность	Silberman recently told me he was in despair about the Court.
desperate	отчаянный; доведённый до отчаяния; безысходный	A desperate sadness enveloped Ruth
desperately	отчаянно; безрассудно; безнадёжно; очень сильно	What we need desperately is routine and inexpensive access to LEO.
despise	презирать; относиться с презрением	They've gotta despise your memory.
despite	несмотря на; презрение; злоба	California's state work force grew despite budget woes and cut promise.
destined	предназначенный	Do you believe in destined love/love at first sight?
detain	остановить; прекратить	If the initial decision to detain is legally valid, for how long should detention last?
detect	открывать; находить; обнаруживать	The public can help the police to detect crime
detention	задержание; арест	In fact, he was referring to her detention by the government there.
deter	удерживать; сдерживать; отпугивать	Do not let the Young Adult label deter you either.
detergent	моющее средство; жидкое моющее средство	Next, a cup of water containing the detergent is added.
deteriorate	ухудшать; деградировать; портиться	Expect business conditions overall to deteriorate, which is up from 44% last month.
determine	определять; устанавливать; решать	I can determine from the chart that it is red.
deterrence	отпугивание; устрашение	Clinton understands that deterrence is worth the trouble.
detour	объезд	Take a detour from the section you normally head straight for.
detract	принижать; умалять; уменьшать	Dialogue can enhance or detract from the story in a major way.
detriment	ущерб; причинять ущерб; вред	He is engrossed in his work to the detriment of his married life
devastate	опустошать; разорять; глубоко огорчить	Poor countries would devastate fight against poverty.
devastating	разрушительный; опустошительный	The devastating infection of affluenza.
deviate	отклоняться; отклоняться от нормы	Straight: Here we deviate from the standard number matching.
devious	хитрый	He's as devious as a politician needs to be
devise	выдумать; изобретать; придумать	Bid her devise some means to come to shrift this afternoon.
devote	посвящать; уделять	Never again devote its magazine cover toFoxy Brown.
devour	пожирать; поглощать; уничтожать	A mix of satan and a hobo which just tries to devour your soul
devout	набожный; благочестивый	This component contingency not be neglected in devout work.
dexterity	ловкость; проворство; сноровка	Manual dexterity is their greatest asset.
dexterous	ловкий; умелый; искусный	Dexterous accordion playing
diabolic	дьявольский; жестокий	I have a diabolic mind.
diffuse	рассеивать; распростронаяться	Technologies diffuse rapidly
dig	копать; разг. обратить внимание; рыть	A thorough dig of the whole plot
digestion	пищеварение	Once within the maw of Leviathan, degree of digestion is irrelevant.
dignitary	сановник; занимающее высокий пост	A visiting dignitary is not the place nor the time.
dignity	чувство достоинства; гордость; достоинство	I don't need that soul if the dignity is already gone, eh?
digress	отвлечься; отклоняться; отступать	By the way, how do you digress in a topic labeled General?
dilapidated	полуразвалившийся; дряхлый; ветхий	Temple, now much dilapidated, which is considered as sacred.
dilettante	дилетант	Haddon Channing might have been described as a dilettante radical.
diligence	усердие; старание; прилежание; старательность	Doing due diligence is one thing.
diligently	старательно; усердно; прилежно	In one case a woman came in diligently every week for a year.
dilute	разбавлять; разводить	Polymer molecules in dilute solutions form loops, or
dim	тускнеть; терять яркость	Those numbers are light blue colored, they are nearly invisible to me in dim light.
diminish	уменьшать; занижать; убывать; убавлять	I'm not going to let that number in the title diminish my enjoyment.
diminutive	миниатюрный; уменьшительный; маленький	A diminutive figure dressed in black
dimly	смутно; тускло	Countless old odors called the dimly lit cargo bay of the Rocinante their home.
dip	погружение; окунать	She went for a dip in a pool
dire	страшный; ужасный	Our lop-sided world trade agreements etc., is in dire need of your time and effort.
disadvantage	неудобство; невыгодное положение; недостаток	FB Connect’s main disadvantage is Facebook itself.
disappoint	разочаровывать; лишать	One place where small wine shops can disappoint is on price.
disapprove	не одобрять; неодобрительно относиться; отвергать	So I'm guessing the GQ staff might have voted disapprove in the approval poll.
disastrous	катастрофический; бедственный	A disastrous fire swept through the museum
disavow	отрицать; отпираться; дезавуировать	He appears to be in denial of his own past, which he continually disavows
discard	отбрасывать; отказываться	West led a heart and East was able to discard his club loser
discern	различать; понять	As you can clearly discern from the look on my face, I was seeking a restroom.
discernible	различимый; видимый; заметный	Subtleties of expression discernible only to an-other Tsla.
discharge	освобождать; разряжать	Industrial plants discharge highly toxic materials into rivers
disclaimer	отказ; отказ от ответственности; отречение	Posting nutty stuff without a disclaimer is a de facto endorsement.
disclose	обнаруживать; разоблачать; раскрывать	They disclosed her name to the press
discomfit	смущать	Never discomforted by discomfit
discontent	недовольство; недовольный; неудовлетворённость	A new inwardness, a discontent, is seeping across the country.
discontinue	прекращать; прерывать	If you discontinue something that you have been doing regularly.
discord	диссонанс; расходиться в мнениях; раздор; разногласие	Anyone who acts in discord with accepted societal standard
discourage	отговорить; обескуражить	They would discourage plans for any such cartel.
discourse	речь; выступление	How it shapes our discourse is a worthy topic for consideration.
discreetly	осторожно; осмотрительно; обдуманно	My request to have my name discreetly removed from the cover.
discrepancy	противоречие; расхождение	To acquiesce in discrepancy is destructive of candor and of moral cleanliness.
discretion	благоразумие; осторожность; усмотрение	In the name of discretion, I was formal, deliberate, guarded.
discretionary	на собственное усмотрение; контролируемый	Rules are inevitably less flexible than a discretionary policy
discursive	непоследовательный; беспорядочный	There's no room for that kind of discursive, descriptive run-on on the Web, where
disdain	презрение; пренебрежение; презирать	Her upper lip curled in disdain
disease	болезнь; заболевание	Bacterial meningitis is a rare disease
disgruntled	рассерженный; недовольный	He calls disgruntled season ticket-holders.
disguise	скрывать; маска; маскировать	That animals are only human beings in disguise is an axiom in the fairy tales.
disgusting	отвратительный; омерзительный; гадкий; противный	He had the most disgusting rotten teeth
disillusion	разочарование	So renewal, not disillusion, is the agenda before us.
disinterested	бескорыстный; равнодушный; незаинтересованный	A banker is under an obligation to give disinterested advice.
dislodge	вытеснять; выбивать	Unfortunately, there is no simple way to dislodge the interlopers.
dismal	мрачный; унылый; гнетущий	Isabelle leaned against the doorjamb, her expression dismal.
dismay	тревога; страх; ужас	To his dismay, she left him
dismember	расчленять; разрывать; разделять; разнимать	They don't dismember their victims.
dismiss	увольнять; отпускать; прогонять; освобождать	A government motion to dismiss is still pending.
disorder	расстройство; беспорядок; заболевание	In many cases, this disorder is also misdiagnosed as reflux ....
disown	отрекаться; отказываться; не признавать	I believe that people tend to disown their ailments.
disparage	принижать	How exactly did that guy disparage the military, by the way?
disparate	несравнимый; несопоставимый; в корне отличный	They inhabit disparate worlds of thought
disparity	неравенство; несоответствие	What was a 100 to 1 disparity is now only an 18 to 1 disparity.
dispel	рассеиваться; развеять; рассеять	Nor clearest noon tide can that horrid pain dispel.
displace	вытеснять; смещать	The Internet would not displace other platforms
displacement	смещение; перемещение; сдвиг	I suspect the subtext to this displacement is the dread of death.
displeased	недоволен; недовольный	Weldon's voice showed that the idea displeased him.
disposal	избавление; распоряжение; утилизация	All you have at your disposal is your ingenuity, and one of those
dispose	располагать; склонять; размещать; избавляться	People now have substantial assets to dispose of after their death
dispute	спор; разногласия; оспаривать	The label dispute reflects two fundamentally different views of fair trade, says
disregard	игнорировать; пренебрегать; пренебрежение; неуважение	That disregard is so widespread.
disrobe	раздевать; раздеваться	Grace feels the girls and the queen disrobe her with their eyes.
disrupt	прерывать; помешать	A rail strike that could disrupt both passenger and freight service
disruption	нарушение; сбой; срыв	You post in know way indicates that climate disruption is not real.
disruptive	разрушительный; деструктивный; подрывающий	The hours of work are disruptive to home life
disseminate	распространять; рассеивать; разбрасывать	Web site to disseminate lurid information must mean Draper has to go as well.
dissemination	распространение; рассеивание	Now that dissemination is frictionless.
dissension	раздор; разногласие	As a result, dissension is growing among the ranks of lawyers.
dissent	разногласие; раскол	There was no dissent from this view.
dissipate	развеять; рассеиваться; проматывать	He had dissipated his entire fortune.
dissolve	растворяться; распускать	You dissolve the conditions that made the problem possible in the first place.
distant	далёкий; давний; прошлый; отдалённый	I hate the phrase distant third.
distinct	ясный; отчетливый; чёткий	The patterns of spoken language are distinct from those of writing
distinction	отличие; различие	The main distinction is that in Kenya there were no extermination camps.
distinctly	ясно; отчетливо; чётко	Reading each word slowly and distinctly
distinguish	различать; узнавать; отличать	It was too dark to distinguish anything more than their vague shapes
distinguished	выдающийся; известный	Capacity to identify, attract, and retain distinguished faculty.
distort	искажать; коверкать	Many factors can distort the results
distract	отвлечь; смущать	No need to distract from the center ring of this circus.
distress	бедствие; горе; нищета	To gie a hand in distress is guid i 'the sight of God.
disturbance	беспорядки; волнения; нарушение	I mean, play on the paintball fields where the disturbance is contained.
ditch	покидать в беде; угробить; сбрасывать в канаву	Your ditch is ahead of you come November and I can't wait until you fall in.
diverge	расходиться; не совпадать; отличаться; различаться	Strangely, the tracks did not diverge from the ones they had been following.
divergent	расходящийся; отличный; отклоняющийся	More and more divergent from the Earth I left as I keep jumping.
diversify	разнообразить	They seek to diversify their approach to teaching
divert	отклонять; отводить; отвлекать	This resolution isn't to divert from the national talk.
divest	лишить	It appears easier to carry on in the business than to divest.
divestiture	лишение; отчуждение собственности; распродажа активов	We did look to do some divestitures, so negotiating the divestiture was a factor.
divine	божественный; угадывать; предугадывать	Heroes with divine powers
divisible	делимый; делящийся без остатка	The issue with real estate is that a desk is not as divisible as, say, a dollar.
divisive	разделяющий	The highly divisive issue of abortion
divisor	делитель	Returns 1 if divisor is 0.
divot	дерн	Everyone replaces his divot after a perfect approach shot.
divulge	разглашать; обнародовать; раскрывать	I do not want to divulge my plans at the moment
dizzy	головокружительный	Old-versus-new tasting that left me dizzy from a sugar rush.
do you mind	вы не возражаете?	Do you mind if I came with you
docile	послушный; покорный	A cheap and docile workforce.
dodge	уворачиваться; уклоняться; уклонение; увернуться	The rejectionism dodge is not credible for three reasons:
dome	купол; свод	The church's majestic dome is considered the second largest in Latin America.
domicile	местожительство; юр. адрес	His wife has a domicile of origin in Germany
doodling	разрисовывать; рисовать каракули; машинально черкать	I love Gomi's work, and I own these doodling books.
dorky	дурацкий	Dorky things you don't know you're doing
douchebag	придурок; спринцовка	You are such a douchebag, Mike!
dough	тесто	Chelsea from Rolling in dough is the host of BreadBakingDay #5.
dove	голубь; голубка	Now comes the new prez as a hawk in dove's clothing.
dove-colored	сизый	For women, J.Crew's dove-colored version is great for summer.
downer	зануда; депрессант	The Red Sox enter the season on a downerv
downright	совершенно; откровенно; явно	Downright scary that Hillary might become president.
downward	вниз; ухудшающийся	He was lying face downward
dowry	приданое; талантливый; природный дар	Elizabeth's dowry was to be $45,000 in diamonds
drab	однообразие; скучный; серость	The language is difficult to understand and it is just plain drab to read.
drag	тащить; волочить; бремя	The drag of the current
drain	стекать; отток	Brain drain is still claiming Canadian doctors, but not our doctorals.
drastically	радикально	Lengthens the title drastically since it is a long name.
draw	привлечь; ничья; жеребьевка; рисовать; тянуть	The main draw is already touted as the best in tournament history.
drawback	недостаток; отрицательная сторона	Their main drawback is they're small, so the bun dwarfs them.
drawdown	сокращение; снижение	Well after the Obama troop drawdown is set to begin.
drawer	выдвижной ящик стола; комода	Wow, comics in the silverware drawer is a new one.
drawling	растягивающий слова; растягивать слова; протяжно	The janitor asked, relaxed again, drawling slightly.
dredge	углубление; посыпать	Dredge the bananas with sugar and cinnamon.
drift	смещаться; дрейфовать; отклоняться	Our drift is to the south-east.
drip	капать; капанье; падать каплями	We both drink aged Sumatra drip coffee
drive away	выгнать; уехать; исключить; изгнать	Drive away potential burglars
drizzle	моросить; изморось; мелкий дождь	I live in drizzle city, so rain wouldn't keep me away.
drop-in	вольнослушатель; случайный гость	Described as a drop-in community center.
droplet	капелька	Aroplets of water
drought	засуха	The cause of Europe's recent droughts.
drown	топить; заглушать; тонуть	US soldiers drown in Afghanistan
drunkard	пьяница; алкаш	I long to heare him call the drunkard husband,
dryness	сухость	The primordial emotion that I associate with the dryness is impotency.
duality	двойственность	Anyway, this duality is sort of like the electric and magnetic field duality.
due	должный; надлежащий; соответствующий	Though nothing be due to the absent man, somewhat is due to myself.
due to	так как; из-за	Hardest color for the eye due to the amount of light that it reflects.
dugout	землянка; укрытие; убежище	Believe me, you do that, the rest of their dugout is looking.
dull	скучный; глупый	Noah says brilliant it puts alot of fun in dull things
dumbbell	гантель; болван	One thirty-pound dumbbell, which is what you will need.
dump	свалка	But I think I have enough of a brain dump for now!
dunce	тупица	He has also been called a dunce, an ignoramus, a barbarian.
dunno	не знаю	I dunno, is it the mark of being K-K00L or something?
duplicity	двуличность	His duplicity is self evident in his own statements.
durable	прочный; долговременный; надёжный	Investment in durable items, but after that the change will save money.
duress	давление; принуждение	After all, his duress is worth more than the 2100+ lost.
dusk	сумерки; смеркаться; закат	Even when dusk is descending, he is never ready to leave.
duvet	пуховое одеяло	It’s in a nice, warm spot, and the duvet is soft and comfortable.
dweller	обитатель; житель	He has a longer pedigree than many a titled dweller in Belgravia.
dwindle	сокращаться	Peaks, valleys, and landmarks dwindle as we move forward.
dye	краска; красить; окрашивать	The use of Henna as a dye is known even in Enland.
each to his own	каждому свое; каждый в свою; кому как	I'd never pick that color, but to each his own
each to their own	каждому свое; кому как; на вкус и цвет	I'd never pick that color, but to each to their own
eager	нетерпеливый; жаждущий	Only a certain eager alertness showed the delight he took in her presence.
eardrum	барабанная перепонка	Ben instinctively yanked it back, but his eardrum felt punctured.
earnest	всерьёз; задаток; серьёзный	Emmanuel Acho, Dustin Earnest and Keenan Robinson will play bigger roles.
earnestly	искренне; убедительно; честно говоря	Said Martin earnestly.
earthen	земляной; глиняный; земной	The blessing of the gospel is the treasure which we have in earthen vessels.
ease	простота; ослаблять; облегчать	Where I think Macs have the upper hand is in ease of use.
easy touch	доверчивый человек; простак; доверчивый человек	Julia is an easy touch—we can get her to help us with this prank.
ebullition	вскипание; кипение	Because the bath is now so cold, no further violent ebullition will occur.
eccentric	странный; чудак; эксцентричный	The eccentric is forced, therefore, to tread a lonely way.
eclipse	затмение; затмить	An eclipse of the Sun
edification	назидание; наставление	So, perhaps a point of edification is required by you.
eerie	жуткий; зловещий; мрачный	An eerie green glow in the sky.
efface	стирать; изгладить	And, after all, his plans to efface Clayton were only inchoate.
egregious	вопиющий; отъявленный	One of the most egregious is the alleged "News" of Fox News and News Corp.
either	каждый; любой; также	Don’t take either house, can either party really claim victory?
elaborate	тщательно разработанный; детальный; продуманный	Horrorfest brought them out in elaborate splendor.
elaboration	разработка; выработка; развитие	All your elaboration is post facto rationalization.
election	выборы; избирательная компания	Feinstein election reform bill hearings next week!
elicit	вызывать; извлекать; допытываться	But country-of-origin labels elicit an even more perplexing question.
eligible	подходящий; имеющий право	He was again eligible for dinner parties.
eliminate	устранять; исключать; уничтожать	The right thing to eliminate is Nancy Pelos.
elope	сбежать с возлюбленным	Later he eloped with one of the maids
eloquence	красноречие	Sometimes long drawn out eloquence is just overkill.
elucidate	объяснять; разъяснять; прояснить	Work such as theirs will help to elucidate this matter
elude	избегать; ускользать; уклоняться	The logic of the concluding paragraph seems to elude me.
elusive	неуловимый; ускользающий; уклончивый	Something mysterious and elusive is where the work actually lives.
embalm	бальзамировать; наполнять благоуханием	His body was embalmed and buried in Westminster Abbey.
embankment	набережная; дамба; насыпь; плотина	The embankment is straight, deep as well as wide
embark	садиться на корабль; вступать в дело; отправляться на корабле	Heather will embark on another cruise next week. 
embarrass	смущать; приводить в замешательство; стеснять; затруднять	Walk naked until Brick has serviced you, or does the idea embarrass you?
embarrassment	смущение; замешательство; затруднение; трудность	What's an embarrassment is the MN State GOP making such a statement.
embed	встраивать; вставлять	You can embed the videos into a blog post.
embedded	встроенный; включенный	I am a software engineer in embedded systems with over ten years of experience.
embellish	украшать; приукрашивать	We kind of embellish on that, I guess you could say.
embellishment	приукрашивание; украшение	Architectural embellishments.
embezzle	растрачивать; расхищать; присваивать	The loan officer embezzle bank funds
embodiment	воплощение; олицетворение	She seemed to be a living embodiment of vitality
embody	воплощать; олицетворять	The titles embody speed and strength, the fundamentals of sport.
embrace	объятие; воспользоваться	That kind of embrace is pretty damn suspicious, especially nowadays.
emerge	появляться; всплывать; возникать	All religions emerge from a universal source.
eminence	преосвященство; высокое положение	Her eminence in cinematography
eminent	выдающийся; знаменитый	The same is true of the amicus briefs in eminent domain litigation.
emit	излучать; выпускать; извергать	Wow, the light pollution they emit is absolutely horrible.
emphasis	акцент; сила; ударение	A change in emphasis from the minutiae of rural life to the national struggle.
employ	нанимать; применять; использовать	The only trick I employ is filleting the meat out of the cheeks.
empower	уполномачивать; разрешать; давать возможность	Movements to empower the poor.
emptor	покупатель	Caveat emptor is Latin for "Let the buyer beware."
enact	вводить в действие; ставить на сцене; предписывать	Just as the power to enact is the power to repeal.
enamored	возлюбленный	But nevertheless, were you instantly kind of enamored with this whole thing?
enchant	очаровывать	Your sweetness enchants me
encircle	окружить; охватывать	Later, the populace again encircle the pole and dance throughout the night.
enclose	вкладывать; приложить	To search for a specific phrase enclose that phrase in quotes.
enclosure	огораживать	That clear HDD enclosure is awesome!! anyone know what brand/model it is?
encompass	охватывать; окружать; заключать	An act designed to encompass the death of the king
encounter	случайная встреча	The DC to avoid an encounter is 10+the CR of the location.
encourage	поощрять; поддерживать; ободрять; потворствовать	And another thing that I'd like to encourage is colleges of education.
encroach	посягать; вторгаться	The world heritage status to encroach on Thailand.
encumber	мешать; загромождать; препятствовать	She was encumbered by her heavy skirts.
encumbrance	затруднение; помеха	Would be a serious encumbrance.
endeavor	стремление; усилие; прилагать усилия; стараться	By definition the artistic endeavor is innovation, said Gerson.
endlessly	бесконечно	The six waiters complain endlessly and injure themselves.
endorse	одобрять; подтверждать; рекомендовать	Endorse the report.
endurance	выносливость	She was close to the limit of her endurance
endure	терпеть; выносить	Among the trials the successful candidate must endure is spending:
enforce	принуждать; осуществлять; заставлять	Be easy to enforce from a small fixed wing aircraft.
enforcement	соблюдение правопорядка; принуждение; давление	Do you truly believe that law enforcement is that corrupt?
engage	участвовать; быть вовлеченным	Organizations engage in a variety of activities
engagement	помолвка; обязательство	This goes on a few times until their engagement is announced.
enhance	увеличивать; усиливать; усугублять	His refusal does nothing to enhance his reputation
enhancement	улучшение; модернизация; усовершенствование	Debate around brain enhancement drugs
enjoin	предписывать; велеть; юр. запрещать	They enjoin charity, benevolence, as a moral obligation.
enlight	просветить	Till his death he tried to enlight the power of knowledge with every stage of rural people.
enlighten	просвещённый; поучительный	You could enlighten us with your views on Southerners...
enmity	вражда; враждебность; неприязнь	As this view-between rooms shows, there's no enmity between the two spaces.
enrage	бесить; приводить в ярость; разъярять	The City Council had the ability to enrage Mayor Mallory.
enroll	записываться; регистрировать; вносить в список; вступать в члены	I now have a reason to enroll my character in that school.
enrollment	зачисление; регистрация	Our enrollment is about half what it was at the peak.
ensign	прапорщик; знамя; мичман	A copy of ensign Smith's report
ensue	следовать; вытекать	That was about to ensue is no doubt an unspoken reason as well.
ensuing	последующий	I bought 2 more in ensuing years to increase our hunting territory.
entail	влечь за собой; вызывать; майорат	TVGuide. com: What does your job as team captain entail?
entailment	воплощение; следствие	This entailment draws off all the differences.
entanglement	запутанность	Many dolphins die from entanglement in fishing nets.
entertain	развлекать; занимать	Where members could entertain groups of friends
entice	соблазнять; привлечь	We need to understand that titles entice readers into reading a post.
entire	целый; весь; полный	I called the entire abortion problem a tragedy at the Princeton conference.
entitle	давать право	His employment terms entitle him to a payout of at least £1m.
entitlement	официальное право на что-либо; наименование	Full entitlement to fees and maintenance should be offered
entity	сущность	A title entity is prohibited from mixing these funds with any others.
entourage	свита; кортеж	His entourage is nothing short of islamic jihaddists and anti american personnel.
entrance	вход; въезд; вступление	And beside the main entrance, is there any other access to that hallway?
entrant	участник; абитуриент	The youngest entrant is 10-year-old Karen Kim of Corona, Calif.
entrust	доверять; поручать; возлагать	They want to entrust volunteer groups of residents to operate the cameras?
enumeration	перечисление; перечень	Note 20: Bellew's enumeration is quoted in MacGregor.
enviably	завидно	Did indeed seem enviably like boys rather than men.
envoy	доверенное лицо; представитель; посланник	The envoy is in civil dress, and leans upon his staff of command.
envy	завидовать; зависть	There will always be a certain envy between services.
enzyme	фермент; энзим	This enzyme is responsible for the majority of starch digestion.
epiphany	откровение; богоявление	Christians all over the world celebrate epiphany.
equate	приравнивать; отождествлять; считать равным	How does this phone call equate to a dirty trick in any way?
equation	уравнение; выравнивание	Maybe the problem with the equation is the perceived ‘cost’ of voting.
equity	акция без фиксированного дивиденда; справедливость	It just changes who the liability equity is payable to.
equivocation	неоднозначность; увиливание; уклончивый ответ	The sexual and moral equivocation is handled with cool assurance.
eraser	ластик	Trust is like an eraser - it gets smaller and smaller after every mistake
erode	разъедать; ослаблять; постепенно уменьшать	For that dynamic to erode is to mean Iraq has a chance at being a functional state.
erosion	эрозия	This erosion is most definitely due to modern communication.
errand	поручение	She asked Tim to run an errand for her.
errant	сбившийся с пути; заблудший; странствующий	Never shoot at anything without a clearly apparent backstop to contain errant rounds.
erratic	беспорядочный; рассеянный; непостоянный	Her breathing was erratic
erroneous	ошибочный; ложный	Those small amounts totaled about $50 million in erroneous data charges.
erstwhile	в прошлом; некогда; прежде	I called my erstwhile visitor and told him I was going after them.
eruption	извержение; выброс	And this angry eruption is coming from the left, not the right, as in the USA.
eschewing	избежание; воздержание	Villagers live according to long-held traditions, eschewing many modern conveniences.
essence	сущность; суть; существо	Conflict is the essence of drama
essential	необходимый; существенный; ценный; весьма важный	It is essential to keep up-to-date records
establishment	учреждение; создание; заведение	Personally I feel as if the establishment is attacking Pres.
estate	имущество; поместье	Estate conveyed to a person for the term of his natural life.
esteem	почтение; почёт; уважать; уважение	Self-esteem is one of the most important things we teach our students.
estimate	оценивать; давать оценку; считать; оценка	Left out of this estimate is the sheer human cost to the stroke patient.
