digestion	пищеварение	Once within the maw of Leviathan, degree of digestion is irrelevant.
dignity	чувство собственного достоинства; гордость; достоинство	I don't need that soul if the dignity is already gone, eh?
digress	отвлечься; отклоняться; отступать	By the way, how do you digress in a topic labeled General?
dilapidated	полуразвалившийся; дряхлый; ветхий	Temple, now much dilapidated, which is considered as sacred.
diligently	старательно; усердно; прилежно	In one case a woman came in diligently every week for a year.
dilute	разбавлять; разводить	Polymer molecules in dilute solutions form loops, or
dire	страшный; ужасный	Our lop-sided world trade agreements etc., is in dire need of your time and effort.
disavow	отрицать; отпираться; дезавуировать	He appears to be in denial of his own past, which he continually disavows
discard	отбрасывать; отказываться	West led a heart and East was able to discard his club loser
discern	различать; понять	As you can clearly discern from the look on my face, I was seeking a restroom.
discernible	различимый; видимый; заметный	Subtleties of expression discernible only to an-other Tsla.
discharge	освобождать; разряжать; увольнять	Industrial plants discharge highly toxic materials into rivers
disclose	обнаруживать; разоблачать; раскрывать	They disclosed her name to the press
discontent	недовольство; недовольный; неудовлетворенность	A new inwardness, a discontent, is seeping across the country.
discontinue	прекращать; прерывать	If you discontinue something that you have been doing regularly.
discord	диссонанс; расходиться в мнениях; раздор; разногласие	Anyone who acts in discord with accepted societal standard
discreetly	осторожно; осмотрительно; обдуманно	My request to have my name discreetly removed from the cover.
discretion	благоразумие; свобода действий; осторожность; усмотрение	In the name of discretion, I was formal, deliberate, guarded.
discretionary	предоставленный на собственное усмотрение; контролируемый	Rules are inevitably less flexible than a discretionary policy
discursive	непоследовательный; беспорядочный; сбивчивый	There's no room for that kind of discursive, descriptive run-on on the Web, where
disdain	презрение; пренебрежение; презирать	Her upper lip curled in disdain
disgruntled	рассерженный; недовольный	He calls disgruntled season ticket-holders.
disguise	скрывать; маска; маскировать	That animals are only human beings in disguise is an axiom in the fairy tales.
dislodge	вытеснять; выбивать; смещать	Unfortunately, there is no simple way to dislodge the interlopers.
dismal	мрачный; унылый; гнетущий	Isabelle leaned against the doorjamb, her expression dismal.
dismay	тревога; страх; ужас	To his dismay, she left him
disparage	принижать; пренебрежение	How exactly did that guy disparage the military, by the way?
disparate	несравнимый; несопоставимый; в корне отличный; разрозненный	They inhabit disparate worlds of thought
disparity	неравенство; несоответствие	What was a 100 to 1 disparity is now only an 18 to 1 disparity.
dispel	рассеиваться; развеять; рассеять	Nor clearest noon tide can that horrid pain dispel.
displacement	смещение; перемещение; сдвиг	I suspect the subtext to this displacement is the dread of death.
displeased	недоволен; недовольный	Weldon's voice showed that the idea displeased him.
disposal	избавление; распоряжение; утилизация	All you have at your disposal is your ingenuity, and one of those
dispose	располагать; склонять; размещать; избавляться; утилизировать	People now have substantial assets to dispose of after their death
disregard	игнорировать; пренебрегать; пренебрежение; неуважение	That disregard is so widespread.
disrobe	раздевать; раздеваться	Grace feels the girls and the queen disrobe her with their eyes.
disrupt	прерывать; помешать	A rail strike that could disrupt both passenger and freight service
disruption	нарушение; сбой; срыв	You post in know way indicates that climate disruption is not real.
disseminate	распространять; рассеивать; разбрасывать	Web site to disseminate lurid information must mean Draper has to go as well.
dissemination	распространение; рассеивание	Now that dissemination is frictionless.
dissension	раздор; разногласие	As a result, dissension is growing among the ranks of lawyers.
dissent	разногласие; раскол	There was no dissent from this view.
dissipate	развеять; рассеять; рассеиваться; проматывать	He had dissipated his entire fortune.
distinction	отличие; различие	The main distinction is that in Kenya there were no extermination camps.
distinctly	ясно; отчетливо; четко	Reading each word slowly and distinctly
distinguished	выдающийся; известный	Capacity to identify, attract, and retain distinguished faculty.
distress	бедствие; горе; нищета	To gie a hand in distress is guid i 'the sight of God.
divert	отклонять; отводить; отвлекать	This resolution isn't to divert from the national talk.
divest	лишить	It appears easier to carry on in the business than to divest.
divestiture	лишение; отчуждение собственности; распродажа активов	We did look to do some divestitures, so negotiating the divestiture was a factor.
divisive	разделяющий; вызывающий разногласия	The highly divisive issue of abortion
divot	дерн	Everyone replaces his divot after a perfect approach shot.
divulge	разглашать; обнародовать; раскрывать	I do not want to divulge my plans at the moment
docile	послушный; покорный	A cheap and docile workforce.
dodge	уворачиваться; уклоняться; уклонение; увернуться	The rejectionism dodge is not credible for three reasons:
downer	зануда; депрессант	The Red Sox enter the season on a downerv
dowry	приданое; талантливый; природный дар	Elizabeth's dowry was to be $45,000 in diamonds
drab	однообразие; скучный; серость	The language is difficult to understand and it is just plain drab to read.
draw	привлечь; ничья; жеребьевка; рисовать; тянуть	The main draw is already touted as the best in tournament history.
drawdown	сокращение; снижение	Well after the Obama troop drawdown is set to begin.
drawer	выдвижной ящик стола; комода	Wow, comics in the silverware drawer is a new one.
dredge	углубление; посыпать	Dredge the bananas with sugar and cinnamon.
drive away	выгнать; уехать; исключить; изгнать	Drive away potential burglars
drizzle	моросить; изморось; мелкий дождь	I live in drizzle city, so rain wouldn't keep me away.
drought	засуха	The cause of Europe's recent droughts.
drown	топить; заглушать; тонуть	US soldiers drown in Afghanistan
dugout	землянка; укрытие; убежище	Believe me, you do that, the rest of their dugout is looking.
dull	скучный; глупый	Noah says brilliant it puts alot of fun in dull things
dump	свалка	But I think I have enough of a brain dump for now!
duress	давление; принуждение	After all, his duress is worth more than the 2100+ lost.
duvet	пуховое одеяло	It’s in a nice, warm spot, and the duvet is soft and comfortable.
dwindle	сокращаться; уменьшаться	Peaks, valleys, and landmarks dwindle as we move forward.
earnest	всерьез; задаток; серьезный	Emmanuel Acho, Dustin Earnest and Keenan Robinson will play bigger roles.
earthen	земляной; глиняный; земной	The blessing of the gospel is the treasure which we have in earthen vessels.
ebullition	вскипание; кипение	Because the bath is now so cold, no further violent ebullition will occur.
edification	назидание; наставление	So, perhaps a point of edification is required by you.
eerie	жуткий; зловещий; мрачный	An eerie green glow in the sky.
efface	стирать; вычеркивать	And, after all, his plans to efface Clayton were only inchoate.
egregious	вопиющий; отъявленный	"One of the most egregious is the alleged ""News"" of Fox News and News Corp."
elicit	вызывать; извлекать; допытываться; выявлять	But country-of-origin labels elicit an even more perplexing question.
eligible	подходящий; имеющий право	He was again eligible for dinner parties.
elope	сбежать с возлюбленным	Later he eloped with one of the maids
elucidate	объяснять; разъяснять; прояснить	Work such as theirs will help to elucidate this matter
elude	избегать; ускользать; уклоняться	The logic of the concluding paragraph seems to elude me.
elusive	неуловимый; ускользающий; уклончивый	Something mysterious and elusive is where the work actually lives.
embellish	украшать; приукрашивать	We kind of embellish on that, I guess you could say.
embellishment	приукрашивание; украшение	Architectural embellishments.
embezzle	растрачивать; расхищать; присваивать	The loan officer embezzle bank funds
eminent	выдающийся; знаменитый	The same is true of the amicus briefs in eminent domain litigation.
enact	вводить в действие; ставить на сцене; предписывать	Just as the power to enact is the power to repeal.
enamored	влюбленный	But nevertheless, were you instantly kind of enamored with this whole thing?
enclosure	огораживать; ограда	That clear HDD enclosure is awesome!! anyone know what brand/model it is?
encompass	охватывать; окружать; заключать	An act designed to encompass the death of the king
encroach	посягать; вторгаться	The world heritage status to encroach on Thailand.
encumber	обременять; мешать; загромождать; препятствовать	She was encumbered by her heavy skirts.
endure	терпеть; выносить	Among the trials the successful candidate must endure is spending:
enforce	принуждать; осуществлять; заставлять	Be easy to enforce from a small fixed wing aircraft.
enforcement	правоприменение; принуждение; давление	Do you truly believe that law enforcement is that corrupt?
enjoin	предписывать; велеть; юр. запрещать	They enjoin charity, benevolence, as a moral obligation.
enlight	просветить	Till his death he tried to enlight the power of knowledge with every stage of rural people.
enmity	вражда; враждебность; неприязнь	As this view-between rooms shows, there's no enmity between the two spaces.
enrage	бесить; приводить в ярость; разъярять	The City Council had the ability to enrage Mayor Mallory.
ensign	прапорщик; знамя; мичман	A copy of ensign Smith's report
ensue	наступить; следовать; вытекать	That was about to ensue is no doubt an unspoken reason as well.
ensuing	последующий; вытекающий	I bought 2 more in ensuing years to increase our hunting territory.
entailment	воплощение; следствие	This entailment draws off all the differences.
entanglement	запутанность	Many dolphins die from entanglement in fishing nets.
entice	соблазнять; привлечь	We need to understand that titles entice readers into reading a post.
entitle	давать право	His employment terms entitle him to a payout of at least £1m.
entourage	свита; кортеж	His entourage is nothing short of islamic jihaddists and anti american personnel.
entrust	доверять; поручать; возлагать	They want to entrust volunteer groups of residents to operate the cameras?
epiphany	откровение; богоявление	Christians all over the world celebrate epiphany.
equivocation	неоднозначность; увиливание; уклончивый ответ	The sexual and moral equivocation is handled with cool assurance.
erode	разъедать; ослаблять; постепенно уменьшать	For that dynamic to erode is to mean Iraq has a chance at being a functional state.
errand	поручение	She asked Tim to run an errand for her.
errant	сбившийся с пути; заблудший; странствующий	Never shoot at anything without a clearly apparent backstop to contain errant rounds.
erratic	беспорядочный; рассеянный; непостоянный	Her breathing was erratic
erstwhile	в прошлом; некогда; прежде	I called my erstwhile visitor and told him I was going after them.
eschewing	избежание; воздержание	Villagers live according to long-held traditions, eschewing many modern conveniences.
esteem	почтение; почет; уважать; уважение	Self-esteem is one of the most important things we teach our students.
estranged	отчужденный; разобщенный	A man estranged from a normal life who could only live on the idolization of his fans.
etch	оставлять (след); запечатлевать; гравировать; травление	What, is history some kind of etch-a-sketch, where you can shake it and we forget?
evoke	пробуждать; вызывать	Prayer, preferably in Latin, evoke more vividly the Last Supper of Jesus?
exasperation	раздражение; озлобление; гнев	Placed his hand on his face in exasperation.
excitation	возбуждение; волнение	Two parallel coils with opposing excitation windings
excite	возбуждать; волновать; побуждать	The difference is that you're the one claiming that we must excite the public.
excitedly	азартно; взволнованно	I actually believed it and turned in excitedly to see him.
excrete	выделять; извергать	Causing it to excrete more fluid than what is taken in.
excruciate	мучить; терзать; истязать	You didn't excruciate my wrist so like time!
excruciating	терзающий; мучительный	I'm going to want to tell you about it in excruciating detail, that's what.
execrable	отвратительный; отталкивающий	Execrable cheap wine.
exempt	освобождать	How these folks stay tax exempt is beyond my understanding.
exert	оказывать давление; влиять; вызывать	The only control I will try to exert is to keep doing them.
exhilaration	восторг; радость; веселость	Pure exhilaration is in woefully short supply at the movies.
exhortation	призыв; увещевание	No amount of exhortation had any effect.
exorbitant	непомерный; чрезмерный	The exorbitant price of tickets
expediency	целесообразность; беспринципность; оппортунизм	Their disregard for scientific truth in favor of political expediency is sickening.
expel	исключать; выгонять; изгонять	She was expelled from school
experienced	опытный;знающий	Obama is an in experienced coward and a fool, 143 days as congressman ..
expound	разъяснять; излагать; толковать	Yes, I will kind of expound on what I said.
expressly	специально; прямо; точно	Many guests came in expressly for Liver Pate weekend.
exquisite	изысканный; утонченный	The Big House was of sturdy concrete, but here was marble in exquisite delicacy.
exquisitely	изысканно; утонченно; наилучший; отборный	In short, exquisitely fitted up.
extenuate	служить оправданием; смягчать; ослаблять	This I neither extenuate nor set down in malice.
extol	превозносить; восхвалять	The facts I will extol is that global warming is indeed happening.
extort	шантажировать; шантаж	Good provender did these people extort from the poor whalemen.
exuberance	избыток; изобилие; богатство	A little irrational exuberance is good for the soul from time to time.
fabulous	изумительный; поразительный	We both had the lamb platter with lemon fries, again fabulous and plentiful.
facetious	шутливый; веселый; остроумный	A facetious remark
faithful	верный; добросовестный; преданный	I remain faithful to my wife.
fallacy	заблуждение; ошибка; ложный довод; обман	The notion that the camera never lies is a fallacy
falter	колебаться; дрогнуть; действовать нерешительно	Her smile faltered and then faded.
fascinating	увлекательный; очаровательный; обворожительный	Fascinating facts
fast	пост; поститься; быстро	A five-day fast.
fatality	несчастье; обреченность	Unless, of course, the next school fatality is a Jane Creba.
fathom	сажень; вникать; понимать	But the effect was huge, almost too huge to fathom from a personal perspective.
faze	беспокоить; досаждать	She was not fazed by his show of anger.
fearful	страшный; напуганный	Now, now jwest being dumb and fearful is no way to go through life.
feasible	выполнимый; возможный; осуществимый	But it would be feasible from a structural standpoint.
feeble	слабый; немощный; хилый; слабовольный	Because you are feeble is just a distraction.
feign	притворяться; симулировать	But I cannot feign what I do not feel.
fell	свирепый	In the moment, the name fell from my lips.
ferocious	свирепый; беспощадный; жестокий	So ferocious is the antidote to the Labour.
fervor	рвение; пыл	He talked with all the fervor of a new convert.
feud	вражда; ссориться; ссора; враждовать	The Levitt-Lott feud is already the stuff of legends.
fickle	непостоянный; переменчивый	The weather is forever fickle.
fidelity	преданность; верность	How Important is physical appearance to long-term fidelity?
fierce	жестокий; лютый; неистовый; свирепый	He swung around to face her, his expression fierce.
filthy	грязный; мерзкий; отвратительный	A filthy hospital with no sanitation
fine by me	я не против	Fine by me. I love Thai food
finery	пышный наряд; украшения; убранство	All of that finery is hidden under their look-alike robes.
flair	талант; способность; чутье; склонность	Ric Flair is our spokesman, we like it just that way.
flake	хлопья; расслаиваться; чешуя; шелушиться	What part of ditz, airhead, flake is not being understood?
flare	вспышка; сверкание	Just then, a bright flash of light from some kind of flare is fired by Huang.
flee	спасаться бегством; убегать	The same name flee from a new Ice Age to an uncertain foothold.
flimsy	хрупкий; неубедительный; хлипкий	So this pretext, though flimsy, is more than adequate.
flock	стадо; держаться вместе; паства; стая	The shepherd of the flock is the shepherd of every sheep.
floppy	болтающийся; ленивый; пассивный; обвисший	In your case John, I think a 3 floppy is more appropriate.
flounce	метаться; резко двигаться; бросаться; оборка	She left the room with a flounce
flourish	цвести; процветать; цветущий	Wild plants flourish on the banks of the lake.
flunk	провалить на экзамене; завалить	Supposedly, there is no way to flunk a stress test.
forbid	запрещать; не позволять; препятствовать	Note, The examples of others 'ruin forbid us to be secure.
foreclose	лишать права пользования; запрещать; юр. исключать	A home on which you can foreclose if the economy plunges.
forego	отказываться; воздержаться; предшевствовать	I decided to forego my friend's dessert offer
forensic	судебно-медицинский	Forensic evidence.
forfeit	штраф; расплата; неустойка; лишаться	Bhima strove with furious valour, for his forfeit was his life!
forgone	отказываться; упущенный	The current deduction costs nearly $80 billion a year in forgone federal revenues.
forsake	покидать; оставлять; бросать; отвергать	But if ye fain forsake, I’ll requite till quits we cry!
forthcoming	предстоящий; грядущий	The winning recipes each week will appear in forthcoming Food52 cookbooks.
fortitude	сила духа; стойкость	That internal fortitude is one of the most powerful things you can possess.
fortuitous	удачный; случайный	The reliance on coincidence or the fortuitous is often questionable.
forwardly	развязно	Fly out of Port Moresby in a forwardly direction.
fracture	перелом; ломать; трещина	Watching the GOP fracture is becoming a favorite pasttime of mine.
fraught	полный; чреватый	With this country's largest telco in fraught at the moment.
freakish	причудливый; капризный; странный	Most of them look severely constipated or just plain freakish.
frenetic	неистовый; безумный	A frenetic pace of activity.
frenzy	безумие; неистовство; ажиотаж	Doreen worked herself into a frenzy of rage.
fright	испуг; пугать	I jumped up in fright
frock	платье; сюртук	I would be happy only ever dressing in frock coats.
frolic	проказничать; резвиться; шалость; веселье	Anyone who would self-identify as a frolic-er is a dorc.
froth	пена; пениться; болтовня; пустяки	But froth is usually characterized by investors bidding up every deal in sight.
fruition	осуществление; реализация; выполнение	That their predictions have not yet come to fruition is an anomaly of economics.
frustration	расстройство; неудовлетворение; разочарование	But the frustration is the small sigh, not the shower of tears.
fugitive	беглец	He entertained a fugitive idea that Barbara needed him
fulcrum	точка опоры	The poll identify as the fulcrum of Lincoln's precipitously declining numbers.
fulfill	выполнять; реализовывать; воплощать	He wouldn't be able to fulfill his ambition to visit Naples
fumble	шарить; возиться; нащупывать	Short recovery of Martin fumble at New York Jets 35
fume	дым; дымить; раздражаться; курить	A smouldering fume of dry frost
fungible	взаимозаменяемый	It is by no means the world's only fungible commodity.
furbish	чистить; полировать; ремонтировать; счищать ржавчину	Please to think if you can furbish up any of these besides a novel.
furnace	печь; топка; бойлер; обжигать в печи	Her car was a furnace.
fuse	предохранитель; плавиться; фитиль; запал	The crowd shuffles restlessly as the last fuse is lit.
fuss	суета; суматоха; беспокойство из-за пустяков	He doesn't see what all the fuss is about!
fussy	суетливый	You’re doing better than I am with that certain fussy cry.
futile	бесполезный; тщетный; ничтожный	A futile attempt to keep fans from mounting the stage.
gaud	безвкусное украшение; безвкусный; безделка; мишура	Displays of overpriced gaud.
gauge	измерять; проверять; измерительный прибор; оценивать	I agree that a 20 gauge is fine all-around shotgun!
gawky	неуклюжий; нескладный	A gawky teenager.
generous	щедрый; благородный; добрый; великодушный	Think your generous heart and honest nature
genuine	настоящий; подлинный; истинный; неподдельный	Each book is bound in genuine leather
gestate	вынашивать; быть беременной	He says, every year I get a year to kind of gestate that year.
get on	делать успехи	We are deeply attached to each other and we get on very well.
get on with	ладить (с кем-либо); уживаться	I continue to urge all concerned to focus and get on with the tasks at hand. 
get over	преодолевать; пережить; справиться	I don't think I'll ever get over losing my job like that.
get used to	привыкать к; свыкаться	You get used to him after a while.
girth	окружность; обхват; окружать	Idle men of great girth.
gist	суть; сущность	She noted the gist of each message.
give up	сдаваться; бросить	He wasn't the kind of man to give up easily
giveaway	разоблачение	If this giveaway is a hit, I may give away more of my oldies but goodies.
glare	блеск; ослепительный блеск; яркий свет	The only thing creepier than his expressionless glare is his smile.
glean	тщательно подбирать; почерпнуть; собирать по мелочам	But from what I can glean from the decision.
glitter	яркий блеск; сверкание; блестеть; сверкать; блестки	The blue glitter of the sea
gloom	темнота; заволакиваться; хмуриться; мрак	Who needs to soak themselves in gloom and cynicism and fighting?
gloomy	мрачный; угрюмый	MacWorld, CES promise big products in gloomy times
glower	смотреть сердито; сердитый взгляд; нить накаливания	The expression could best be described as a glower.
gnaw	грызть; обглодать	I was still young and slim and had many secrets to gnaw on.
go over	повторять	Can you go over these instructions again?
gore	клин; свернувшаяся кровь; бодать; запекшаяся кровь	Some of the gore is a bit graphic, but it's used for best effect.
grace	милосердие; благодать	At least he has the grace to admit his debt to her 
gracious	милосердный; милостивый	5 Gracious is the Lord, and righteous; yea, our God is merciful.
grant	дарить; предоставлять; разрешать; даровать	Yes, she would be compelled to grant an encore -- to _grant_ one.
grasp	понять; охватить; хватка; понимание	What so very few seem to grasp is this very basic concept:
gratuity	чаевые; подарок	A gratuity is a symbol of thanks for doing a good job.
grief	горе; печаль; беда	Your grief is your business; you deal with it how you need to.
grievance	жалоба; обида; повод для недовольства	You obviously have no meaningful grievance is absurdist.
grieve	горевать; тужить; скорбеть	The only thing that the fossil fuel industries grieve is a decline in profits.
grievous	печальный; прискорбный; горестный	Star Wars General Grievous figure & collectible cup
grin	усмешка; ухмыляться; улыбка	Ethan's cheeky grin put a smile on my face too!
grind out	вымучивать из себя; выполнять с большим трудом	It took hours to grind out a compromise.
grip	хватка; схватывать; понимать	In the grip is your revolver; would you know it again?
gritty	песчаный	Still, a lively, big-hearted tale, drenched in gritty working-class ambience.
groin	пах; паховая область	The medic sees that a laceration in the soldier's left groin is still bleeding.
grope	ощупывать; искать	It quickly necessitated figuring out how to grope myself discretely in public!
grouchy	ворчун; брюзгливый	The old man grew sulky and grouchy.
grubby	неопрятный; грязный	The group had been told to dress grubby, bring tools.
grudge	недовольство; обида	My only grudge is that the book ended far too soon.
grudgingly	неохотно; нехотя	So Netanyhu hasn't grudgingly accepted this solution, he's offered it himself.
grumble	ворчать; жаловаться; ворчание	The main grumble is that he spends too much time away
grumpy	раздражительный; сердитый	That a lack of sleep can make people grumpy is hardly news.
grunt	ворчать	I again grunt between the sequences in case something sneaks in.
guile	хитрость; обман; вероломство; ложь; коварство	Stained freshly? have your hearts in guile grown old?
guilelessly	простодушно; бесхитростно	He says guilelessly.
gullible	доверчивый; легковерный	An attempt to persuade a gullible public to spend their money.
gurgle	булькать; журчать; булькающий звук	There was no gurgle of bathwater running upstairs.
gushy	излишне сентиментальный; обильный; чрезмерный	Her gushy manner
gust	порыв; приятный вкус; порыв ветра	It had vanished in gust of wind and a wall of water.
habitat	среда обитания; ареал	Hmmm, two areas are marked habitat is that for 'humanity'?
habitually	привычно; обычно	The route which England selects habitually is not the easiest road.
haggle	торговаться; спорить; придираться; находить недостатки	An inevitable and lengthy haggle over compensation
hail	град; приветствовать; славься	Rain and hail bounced on the tiled roof.
hamper	препятствовать; корзина с крышкой; мешать; затруднять	The winner of the chai hamper is none other than Cathy!
hand over	передавать; передавать другому; сдавать	When you retire, you'll have to hand over all of your responsibilities to someone else.
hand-pick	тщательно выбирать	As with any attempt to hand-pick individual equities, one needs to have some rules.
handouts	раздаточные материалы; подаяние; подачки	Of course they need another $10.6 billion in handouts from the government.
hang-up	подавленность; причина беспокойства; расстройство	My biggest hang-up: You can't browse things by artist or song—only by lists.
hap	случай; происходить; случаться	Make . . . the . . . the old folks hap . . . happy?
haphazard	случайный; случайно; бессистемный	The kitchen drawers contained a haphazard collection of silver souvenir spoons
harbinger	предвестник; предшественник	They were the most important harbinger of opera.
harness	обуздать; запрячь	Always wearing the harness is my best form of safety.
harsh	резкий; строгий; суровый	LA Times: Detainee says he lied to CIA in harsh interrogations
harshness	твердость; резкость; жесткость	I think the real cause of this online harshness is because it is anonymous.
hassle	стычка; препятствие; трудность	With PEX, all of this hassle is completely eliminated.
hatred	ненависть; отвращение	His murderous hatred of his brother
haughty	высокомерный; надменный	And Casey stood a-watching it in haughty grandeur there.
haunt	часто посещать; прибежище; преследовать	A gray lady who haunts the chapel
haze	дымка; легкий туман; дым	In haze of rural bloodshed.
headlong	стремительно; опрометью; безудержный	He fell headlong into the tent
hearse	катафалк; гроб	To dream of black-beetles drawing a hearse is bad.
hearty	искренний; сердечный	A hearty and boisterous character
heave	поднимать	Refusal to heave is universally considered resistance to capture.
hectic	беспокойный; лихорадочный; возбужденный	A hectic business schedule
heed	обращать внимание; принимать во внимание; внимание	If he heard, he paid no heed
hefty	здоровенный; дюжий	A hefty young chap.
hem	подол; кромка; подшить	When seated, the dress hem is still nice and long.
hemorrhage	кровоизлияние	The second big innovation in hemorrhage care.
heredity	наследственность	Few scientists dispute that heredity can create a susceptibility to alcoholism
hesitant	колеблющийся; нерешительный; сомневающийся	He glanced at me, his expression hesitant.
hiccup	икота	Just a little hiccup in our usual wonderful service.
hideous	отвратительный; страшный; ужасный	Their faces and bodies were tattooed or scarred in hideous designs.
hinder	препятствовать; затруднять	It may kind of hinder that sort of chasing of the baby.
hindrance	помеха; препятствие	The main hindrance to mainstream adoption of such services thus far.
hinge	петля; шарнир; висеть на петлях	Insert pin from the top through both hinge parts until it goes no further.
hitherto	до сих пор; прежде	Nay the title hitherto to be a Commonwealth or Nation at all, among the
hoax	обман; мистификация; розыгрыш	I agree that one about climate science being a hoax is my favorite.
hoe	мотыга; тяпка	Use a hoe to dig earth.
hog	боров; заграбастать; свинья	He is in hog heaven right now and cant stop himself.
hoist	поднимать	Hoist on their own petard.
homage	дань; дань уважения; почтение	A masterly work written in homage to Beethoven.
homily	проповедь; поучение	She delivered her homily about the need for patience
hone	отточить; усовершенствовать; совершенствовать	She has taken numerous workshops to hone her skills over the years.
hoodwink	одурачить; обманывать	Don't let him hoodwink you
hook	крючок; приманка; западня; крюк	Funky vocals with a hook that gets into your head
hovel	лачуга; хижина	Our hovel is down a leafy.
huddle	толпа; прижиматься; жаться	A huddle of barns and outbuildings
hum	гудение; жужжание; гул	My guess is you can hear the hum from a mile away.
humility	смирение; скромность	Only in humility can we begin to find the beauty in everything.
hunk	ломоть; кусок	My hunk was a bit chalky and it was bitter, not buttery.
hurl	бросить; швырять	It made me want to hurl.
hut	хижина; хибарка; лачуга; барак	Now at my age and disabilities i must hut from a stand,.
idle	праздный; холостой; лениться; работать вхолостую	He did not want to waste valuable time in idle chatter
illegible	неразборчивый; нечеткий; неудобочитаемый	His handwriting is totally illegible.
illicit	незаконный; запрещенный	Involved in illicit activities which lead to his death.
imaginative	творческий; образный; одаренный богатым воображением	But there is room in imaginative fiction for many devices.
impair	ослаблять; ухудшать; наносить ущерб	It may kind of impair it, as well as your motor skills.
impairment	ухудшение; повреждение; нарушение	Visual impairment is more accurate, unless they prefer blind.
impale	пронзить; насадить	His head was impaled on a pike and exhibited for all to see.
impartial	беспристрастный; справедливый; непредвзятый	The Gov, which should be impartial, is picking sides.
impede	препятствовать; задерживать; мешать; затруднять	Does the R behind my name impede you from having a true debate?
impediment	помеха; задержка; препятствие	In fact it is in impediment to getting close to God.
impend	надвигаться; приближаться	Some great trial of strength impended between the opponents.
imperative	распроряжение; крайне необходимый	Immediate action was imperative.
imperil	подвергать опасности	Its fast-growing debt imperils the nation's future.
impersonate	имитировать; подражать; выдавать себя за	How do you know they are intending to 'impersonate' YOU?
impertinent	дерзкий; наглый; нахал	But how malicious and impertinent is this creature to talk to me in such
impetuous	импульсивный; стремительный	Her friend was headstrong and impetuous
impinge	покушаться; сталкиваться; посягать	The concept could impinge on your consciousness in small ways.
impregnable	неприступный; неуязвимый	So he built an impregnable fortress atop the rock.
impudence	наглость; дерзость	Her impudence is intended to be that of a captive Princess.
impudent	наглый; нахальный	He could have strangled this impudent upstart
in absentia	заочно; в отсутствие	Two foreign suspects will be tried in absentia
in lieu	в качестве; вместо	In lieu of flowers, please send donations to the scholarship fund.
in the offing	в недалеком будущем; невдалеке	With an election in the offing, the mayor is getting nervous.
inadvertently	непреднамеренно; непроизвольно; ненароком; нечаянно	Interpretation the post's title inadvertently says it all
incidence	заболеваемость; доля; охват; сфера действия; угол пересечения	Tax incidence is the exact placement where the tax is paid.
incinerator	мусоросжигатель	The second incinerator.
incision	надрез; рассечение; разрез	That incision is totally invisible now, but my nose!
incite	подстрекать; провоцировать	Bachmann says Pelosi wanted to incite Tea Partiers
incumbent	действующий; возложенный; занимающий должность	The present incumbent will soon be retiring
incur	подвергаться; нести расходы; навлечь на себя	This value is the actual financial damages that you will incur from a persecution.
indecently	неприлично; непристойно	The indecently dressed girls frantically tried to save their young lives.
indecipherable	неразборчивый; нечеткий	Sorry Tommy, an increase in indecipherable gibberish doesn’t cut it!.
indenture	связывать договором; соглашение; контракт	An indenture was their ticket to relief.
indict	предъявлять обвинение	To be sure, waiting on a decision to indict is an exquisite form of torture.
indictment	обвинительное заключение; обвинение	These rapidly escalating crime figures are an indictment of our society
indignant	возмущенный; негодующий	Don't get so frigging indignant about your own hallucinations, m'kay?
indispensable	необходимый; незаменимый	Worse still is to hear them described as the indispensable choices for these positions.
induce	вызывать; побуждать; заставлять; склонять	But does his name induce thirst for a vodka martini?
inducement	стимул; побуждение; подстрекательство	There is no inducement to wait for payment.
indulge	баловать; позволять; предаваться	I don't indulge in idle gossip
inept	неумелый; неспособный; некомпетентный	The inept handling of the threat
ineptly	неумело; бездарно	Bush Jr. was the one who ineptly took a hands-off approach to NK.
infamous	позорный; бесчестный; постыдный	An infamous war criminal
infatuate	вскружить голову; свести с ума; увлекать	It will be a remarkable woman that will ever infatuate him now.
infer	делать заключение; заключать; вывод	As one might infer from the title, the US President is involved.
inference	вывод; умозаключение; заключение	My inference is looking pretty solid at this point.
inferior	низший; второстепенный; посредственный; подчиненный	Schooling in inner-city areas was inferior to that in the rest of the country
inflection	перегиб; изгиб; интонация	Meanwhile, the S&P 500's near-term inflection point holds at 1,284.
inflict	причинять боль; причинять; нанести	Might again inflict pain and fear on some viewers.
infuriating	приводящий в ярость; бесящий	Even more infuriating is this statement in the MSNBot FAQ:
infuse	настаивать; вливание; влить	Infuse the dried flowers in boiling water.
inhibit	мешать; подавлять; препятствовать	Bisphosphonates, which inhibit bone loss.
iniquity	беззаконие; несправедливость	But the iniquity is that I have lied in admitting the disgusting charges.
injunction	судебный запрет; судебное постановление; предписание	Religious injunction is a primary way in which this is achieved.
inmate	сокамерник; заключенный	An inmate is not a resident of his former district.
innocuous	безобидный; безопасный; безвредный	It was an innocuous question
inquisitive	любознательный; пытливый	He was very chatty and inquisitive about everything.
inscription	надпись; краткое посвящение	This inscription is written at the bottom of the large stone block.
insidious	коварный; хитрый	In my opinion, one of the more insidious is the hijacked account scam.
insidiously	коварно; вероломно	Self-doubt crept up insidiously and turned to desperation.
insight	понимание; представление	This insight is then applied to three prominent proposals.
insofar	до таких пределов; постольку; до такой степени	Insofar, that is, as the debate remains about foreign policy.
